date,humidité,temperature,periode_encoded,Mois,humidité-air,semaine_mois
2024-05-21,82.0,24,0,5,mauvais,3.0
2024-05-21,59.0,34,1,5,bon,3.0
2024-05-21,73.0,29,2,5,moyen,3.0
2024-05-22,77.0,28,0,5,moyen,4.0
2024-05-22,55.0,37,1,5,bon,4.0
2024-05-22,68.0,32,2,5,moyen,4.0
2024-05-23,80.0,26,0,5,mauvais,4.0
2024-05-23,58.0,35,1,5,bon,4.0
2024-05-23,71.0,30,2,5,moyen,4.0
2024-05-24,78.0,29,0,5,moyen,4.0
2024-05-24,56.0,36,1,5,bon,4.0
2024-05-24,69.0,31,2,5,moyen,4.0
2024-05-25,81.0,25,0,5,mauvais,4.0
2024-05-25,60.0,34,1,5,bon,4.0
2024-05-25,74.0,28,2,5,moyen,4.0
2024-05-26,76.0,30,0,5,moyen,4.0
2024-05-26,54.0,37,1,5,bon,4.0
2024-05-26,67.0,32,2,5,moyen,4.0
2024-05-27,79.0,27,0,5,mauvais,4.0
2024-05-27,57.0,35,1,5,bon,4.0
2024-05-27,70.0,30,2,5,moyen,4.0
2024-05-28,82.0,24,0,5,mauvais,4.0
2024-05-28,59.0,33,1,5,bon,4.0
2024-05-28,73.0,27,2,5,moyen,4.0
2024-05-29,77.0,28,0,5,moyen,5.0
2024-05-29,55.0,36,1,5,bon,5.0
2024-05-29,68.0,31,2,5,moyen,5.0
2024-05-30,80.0,26,0,5,mauvais,5.0
2024-05-30,58.0,34,1,5,bon,5.0
2024-05-30,71.0,29,2,5,moyen,5.0
2024-05-31,78.0,29,0,5,moyen,5.0
2024-05-31,56.0,35,1,5,bon,5.0
2024-05-31,69.0,30,2,5,moyen,5.0
2024-04-03,79.0,27,0,4,moyen,1.0
2024-04-03,73.0,33,1,4,bon,1.0
2024-04-03,78.0,27,2,4,moyen,1.0
2024-04-04,80.0,26,0,4,moyen,1.0
2024-04-04,72.0,33,1,4,bon,1.0
2024-04-04,80.0,27,2,4,mauvais,1.0
2024-04-05,82.0,23,0,4,mauvais,1.0
2024-04-05,74.0,32,1,4,bon,1.0
2024-04-05,81.0,25,2,4,mauvais,1.0
2024-04-06,82.0,26,0,4,mauvais,1.0
2024-04-06,72.0,31,1,4,bon,1.0
2024-04-06,78.0,29,2,4,moyen,1.0
2024-04-07,82.0,25,0,4,mauvais,1.0
2024-04-07,76.0,33,1,4,mauvais,1.0
2024-04-07,77.0,27,2,4,moyen,1.0
2024-04-08,85.0,25,0,4,mauvais,2.0
2024-04-08,78.0,32,1,4,mauvais,2.0
2024-04-08,83.0,26,2,4,mauvais,2.0
2024-04-09,81.0,25,0,4,mauvais,2.0
2024-04-09,73.0,33,1,4,bon,2.0
2024-04-09,77.0,28,2,4,moyen,2.0
2024-04-10,77.0,27,0,4,moyen,2.0
2024-04-10,71.0,33,1,4,bon,2.0
2024-04-10,78.0,27,2,4,moyen,2.0
2024-04-11,84.0,24,0,4,mauvais,2.0
2024-04-11,73.0,30,1,4,mauvais,2.0
2024-04-11,80.0,25,2,4,mauvais,2.0
2024-04-12,82.0,26,0,4,mauvais,2.0
2024-04-12,72.0,32,1,4,bon,2.0
2024-04-12,80.0,28,2,4,mauvais,2.0
2024-04-13,82.0,26,0,4,mauvais,2.0
2024-04-13,73.0,33,1,4,bon,2.0
2024-04-13,79.0,27,2,4,mauvais,2.0
2024-04-14,84.0,23,0,4,mauvais,2.0
2024-04-14,76.0,31,1,4,mauvais,2.0
2024-04-14,81.0,25,2,4,mauvais,2.0
2024-04-15,83.0,24,0,4,mauvais,3.0
2024-04-15,76.0,32,1,4,mauvais,3.0
2024-04-15,80.0,28,2,4,mauvais,3.0
2024-04-16,77.0,27,0,4,moyen,3.0
2024-04-16,68.0,33,1,4,bon,3.0
2024-04-16,74.0,29,2,4,moyen,3.0
2024-04-17,87.0,25,0,4,très mauvais,3.0
2024-04-17,78.0,30,1,4,mauvais,3.0
2024-04-17,81.0,25,2,4,mauvais,3.0
2024-04-18,80.0,24,0,4,moyen,3.0
2024-04-18,71.0,31,1,4,bon,3.0
2024-04-18,77.0,27,2,4,moyen,3.0
2024-04-19,77.0,26,0,4,moyen,3.0
2024-04-19,72.0,34,1,4,bon,3.0
2024-04-19,78.0,29,2,4,moyen,3.0
2024-04-20,82.0,24,0,4,mauvais,3.0
2024-04-20,73.0,31,1,4,bon,3.0
2024-04-20,79.0,27,2,4,mauvais,3.0
2024-04-21,83.0,26,0,4,mauvais,3.0
2024-04-21,72.0,32,1,4,bon,3.0
2024-04-21,78.0,28,2,4,moyen,3.0
2024-04-22,78.0,27,0,4,moyen,4.0
2024-04-22,71.0,34,1,4,bon,4.0
2024-04-22,77.0,28,2,4,moyen,4.0
2024-04-23,83.0,25,0,4,mauvais,4.0
2024-04-23,78.0,30,1,4,mauvais,4.0
2024-04-23,80.0,27,2,4,mauvais,4.0
2024-04-24,82.0,26,0,4,mauvais,4.0
2024-04-24,72.0,32,1,4,bon,4.0
2024-04-24,81.0,28,2,4,mauvais,4.0
2024-04-25,80.0,25,0,4,moyen,4.0
2024-04-25,72.0,32,1,4,bon,4.0
2024-04-25,77.0,28,2,4,moyen,4.0
2024-04-26,84.0,25,0,4,mauvais,4.0
2024-04-26,73.0,34,1,4,bon,4.0
2024-04-26,82.0,25,2,4,mauvais,4.0
2024-04-27,78.0,25,0,4,moyen,4.0
2024-04-27,70.0,31,1,4,bon,4.0
2024-04-27,79.0,28,2,4,mauvais,4.0
2024-04-28,83.0,27,0,4,mauvais,4.0
2024-04-28,73.0,32,1,4,bon,4.0
2024-04-28,79.0,29,2,4,mauvais,4.0
2024-04-29,85.0,24,0,4,mauvais,5.0
2024-04-29,74.0,33,1,4,bon,5.0
2024-04-29,81.0,27,2,4,mauvais,5.0
2024-04-30,79.0,26,0,4,moyen,5.0
2024-04-30,74.0,32,1,4,bon,5.0
2024-04-30,78.0,27,2,4,moyen,5.0
2024-05-01,84.0,23,0,5,mauvais,1.0
2024-05-01,75.0,32,1,5,mauvais,1.0
2024-05-01,80.0,26,2,5,mauvais,1.0
2024-05-02,89.0,23,0,5,très mauvais,1.0
2024-05-02,77.0,29,1,5,mauvais,1.0
2024-05-02,86.0,26,2,5,très mauvais,1.0
2024-05-03,84.0,24,0,5,mauvais,1.0
2024-05-03,75.0,31,1,5,mauvais,1.0
2024-05-03,82.0,26,2,5,mauvais,1.0
2024-05-04,85.0,25,0,5,mauvais,1.0
2024-05-04,79.0,30,1,5,mauvais,1.0
2024-05-04,83.0,25,2,5,mauvais,1.0
2024-05-05,87.0,22,0,5,très mauvais,1.0
2024-05-05,80.0,29,1,5,mauvais,1.0
2024-05-05,86.0,24,2,5,très mauvais,1.0
2024-05-06,83.0,24,0,5,mauvais,1.0
2024-05-06,74.0,30,1,5,mauvais,1.0
2024-05-06,80.0,27,2,5,mauvais,1.0
2024-05-07,86.0,25,0,5,très mauvais,1.0
2024-05-07,76.0,30,1,5,mauvais,1.0
2024-05-07,83.0,25,2,5,mauvais,1.0
2024-05-08,90.0,24,0,5,très mauvais,2.0
2024-05-08,82.0,30,1,5,mauvais,2.0
2024-05-08,85.0,26,2,5,très mauvais,2.0
2024-05-09,84.0,25,0,5,mauvais,2.0
2024-05-09,78.0,30,1,5,mauvais,2.0
2024-05-09,83.0,25,2,5,mauvais,2.0
2024-05-10,82.0,24,0,5,mauvais,2.0
2024-05-10,73.0,31,1,5,bon,2.0
2024-05-10,78.0,28,2,5,moyen,2.0
2024-05-11,86.0,24,0,5,très mauvais,2.0
2024-05-11,81.0,31,1,5,mauvais,2.0
2024-05-11,85.0,25,2,5,très mauvais,2.0
2024-05-12,85.0,24,0,5,mauvais,2.0
2024-05-12,78.0,30,1,5,mauvais,2.0
2024-05-12,84.0,25,2,5,très mauvais,2.0
2024-05-13,81.0,24,0,5,mauvais,2.0
2024-05-13,74.0,32,1,5,bon,2.0
2024-05-13,80.0,28,2,5,mauvais,2.0
2024-05-14,89.0,23,0,5,très mauvais,2.0
2024-05-14,77.0,30,1,5,mauvais,2.0
2024-05-14,84.0,25,2,5,très mauvais,2.0
2024-05-15,86.0,24,0,5,très mauvais,3.0
2024-05-15,80.0,32,1,5,mauvais,3.0
2024-05-15,85.0,27,2,5,très mauvais,3.0
2024-05-16,85.0,24,0,5,mauvais,3.0
2024-05-16,75.0,33,1,5,mauvais,3.0
2024-05-16,83.0,27,2,5,mauvais,3.0
2024-05-17,87.0,24,0,5,très mauvais,3.0
2024-05-17,82.0,30,1,5,mauvais,3.0
2024-05-17,83.0,26,2,5,mauvais,3.0
2024-05-18,86.0,24,0,5,très mauvais,3.0
2024-05-18,77.0,31,1,5,mauvais,3.0
2024-05-18,84.0,27,2,5,très mauvais,3.0
2024-05-19,85.0,25,0,5,mauvais,3.0
2024-05-19,76.0,31,1,5,mauvais,3.0
2024-05-19,79.0,26,2,5,mauvais,3.0
2024-05-20,89.0,22,0,5,très mauvais,3.0
2024-05-20,81.0,31,1,5,mauvais,3.0
2024-05-20,85.0,25,2,5,très mauvais,3.0
2024-05-21,87.0,23,0,5,très mauvais,3.0
2024-05-21,77.0,30,1,5,mauvais,3.0
2024-05-21,82.0,25,2,5,mauvais,3.0
2024-05-22,81.0,25,0,5,mauvais,4.0
2024-05-22,73.0,32,1,5,bon,4.0
2024-05-22,80.0,28,2,5,mauvais,4.0
2024-05-23,88.0,23,0,5,très mauvais,4.0
2024-05-23,81.0,30,1,5,mauvais,4.0
2024-05-23,87.0,24,2,5,très mauvais,4.0
2024-05-24,87.0,25,0,5,très mauvais,4.0
2024-05-24,76.0,32,1,5,mauvais,4.0
2024-05-24,83.0,27,2,5,mauvais,4.0
2024-05-25,85.0,26,0,5,mauvais,4.0
2024-05-25,77.0,32,1,5,mauvais,4.0
2024-05-25,79.0,26,2,5,mauvais,4.0
2024-05-26,86.0,23,0,5,très mauvais,4.0
2024-05-26,78.0,30,1,5,mauvais,4.0
2024-05-26,83.0,24,2,5,mauvais,4.0
2024-05-27,88.0,24,0,5,très mauvais,4.0
2024-05-27,77.0,30,1,5,mauvais,4.0
2024-05-27,83.0,25,2,5,mauvais,4.0
2024-05-28,85.0,25,0,5,mauvais,4.0
2024-05-28,73.0,32,1,5,bon,4.0
2024-05-28,79.0,27,2,5,mauvais,4.0
2024-05-29,90.0,22,0,5,très mauvais,5.0
2024-05-29,78.0,30,1,5,mauvais,5.0
2024-05-29,83.0,26,2,5,mauvais,5.0
2024-05-30,87.0,24,0,5,très mauvais,5.0
2024-05-30,76.0,32,1,5,mauvais,5.0
2024-05-30,84.0,25,2,5,très mauvais,5.0
2024-05-31,86.0,25,0,5,très mauvais,5.0
2024-05-31,78.0,33,1,5,mauvais,5.0
2024-05-31,81.0,28,2,5,mauvais,5.0
2024-06-01,80.0,23,0,6,moyen,1.0
2024-06-01,75.0,29,1,6,moyen,1.0
2024-06-01,78.0,23,2,6,moyen,1.0
2024-06-02,85.0,20,0,6,mauvais,1.0
2024-06-02,74.0,27,1,6,moyen,1.0
2024-06-02,82.0,23,2,6,mauvais,1.0
2024-06-03,80.0,22,0,6,moyen,1.0
2024-06-03,70.0,31,1,6,bon,1.0
2024-06-03,78.0,24,2,6,moyen,1.0
2024-06-04,80.0,21,0,6,moyen,1.0
2024-06-04,75.0,30,1,6,moyen,1.0
2024-06-04,78.0,23,2,6,moyen,1.0
2024-06-05,85.0,22,0,6,mauvais,1.0
2024-06-05,73.0,28,1,6,moyen,1.0
2024-06-05,80.0,22,2,6,moyen,1.0
2024-06-06,77.0,24,0,6,moyen,1.0
2024-06-06,69.0,30,1,6,bon,1.0
2024-06-06,73.0,25,2,6,moyen,1.0
2024-06-07,81.0,22,0,6,mauvais,1.0
2024-06-07,73.0,28,1,6,moyen,1.0
2024-06-07,77.0,24,2,6,moyen,1.0
2024-06-08,82.0,22,0,6,mauvais,2.0
2024-06-08,75.0,28,1,6,moyen,2.0
2024-06-08,79.0,23,2,6,moyen,2.0
2024-06-09,81.0,23,0,6,mauvais,2.0
2024-06-09,75.0,28,1,6,moyen,2.0
2024-06-09,77.0,24,2,6,moyen,2.0
2024-06-10,79.0,22,0,6,moyen,2.0
2024-06-10,73.0,30,1,6,bon,2.0
2024-06-10,78.0,24,2,6,moyen,2.0
2024-06-11,85.0,22,0,6,mauvais,2.0
2024-06-11,73.0,27,1,6,moyen,2.0
2024-06-11,79.0,22,2,6,moyen,2.0
2024-06-12,81.0,21,0,6,mauvais,2.0
2024-06-12,72.0,30,1,6,bon,2.0
2024-06-12,80.0,25,2,6,moyen,2.0
2024-06-13,78.0,22,0,6,moyen,2.0
2024-06-13,71.0,29,1,6,bon,2.0
2024-06-13,76.0,26,2,6,moyen,2.0
2024-06-14,83.0,20,0,6,mauvais,2.0
2024-06-14,72.0,29,1,6,bon,2.0
2024-06-14,81.0,24,2,6,mauvais,2.0
2024-06-15,82.0,21,0,6,mauvais,3.0
2024-06-15,70.0,29,1,6,bon,3.0
2024-06-15,78.0,24,2,6,moyen,3.0
2024-06-16,79.0,24,0,6,moyen,3.0
2024-06-16,73.0,29,1,6,bon,3.0
2024-06-16,76.0,25,2,6,moyen,3.0
2024-06-17,84.0,20,0,6,mauvais,3.0
2024-06-17,73.0,29,1,6,bon,3.0
2024-06-17,79.0,23,2,6,moyen,3.0
2024-06-18,83.0,22,0,6,mauvais,3.0
2024-06-18,71.0,30,1,6,bon,3.0
2024-06-18,77.0,23,2,6,moyen,3.0
2024-06-19,77.0,23,0,6,moyen,3.0
2024-06-19,70.0,31,1,6,bon,3.0
2024-06-19,76.0,25,2,6,moyen,3.0
2024-06-20,83.0,22,0,6,mauvais,3.0
2024-06-20,76.0,29,1,6,moyen,3.0
2024-06-20,80.0,22,2,6,moyen,3.0
2024-06-21,79.0,21,0,6,moyen,3.0
2024-06-21,72.0,30,1,6,bon,3.0
2024-06-21,78.0,23,2,6,moyen,3.0
2024-06-22,79.0,22,0,6,moyen,4.0
2024-06-22,69.0,31,1,6,bon,4.0
2024-06-22,74.0,26,2,6,moyen,4.0
2024-06-23,83.0,22,0,6,mauvais,4.0
2024-06-23,76.0,27,1,6,moyen,4.0
2024-06-23,79.0,22,2,6,moyen,4.0
2024-06-24,82.0,23,0,6,mauvais,4.0
2024-06-24,74.0,29,1,6,bon,4.0
2024-06-24,78.0,25,2,6,moyen,4.0
2024-06-25,76.0,24,0,6,moyen,4.0
2024-06-25,72.0,30,1,6,bon,4.0
2024-06-25,74.0,26,2,6,moyen,4.0
2024-06-26,83.0,22,0,6,mauvais,4.0
2024-06-26,73.0,28,1,6,moyen,4.0
2024-06-26,79.0,23,2,6,moyen,4.0
2024-06-27,79.0,22,0,6,moyen,4.0
2024-06-27,72.0,29,1,6,bon,4.0
2024-06-27,78.0,25,2,6,moyen,4.0
2024-06-28,77.0,22,0,6,moyen,4.0
2024-06-28,73.0,30,1,6,bon,4.0
2024-06-28,77.0,25,2,6,moyen,4.0
2024-06-29,84.0,21,0,6,mauvais,5.0
2024-06-29,75.0,27,1,6,moyen,5.0
2024-06-29,79.0,23,2,6,moyen,5.0
2024-06-30,80.0,22,0,6,moyen,5.0
2024-06-30,72.0,29,1,6,bon,5.0
2024-06-30,78.0,24,2,6,moyen,5.0
2024-07-01,77.0,22,0,7,mauvais,1.0
2024-07-01,68.0,27,1,7,moyen,1.0
2024-07-01,72.0,22,2,7,moyen,1.0
2024-07-02,79.0,20,0,7,mauvais,1.0
2024-07-02,71.0,27,1,7,moyen,1.0
2024-07-02,75.0,23,2,7,moyen,1.0
2024-07-03,75.0,23,0,7,moyen,1.0
2024-07-03,65.0,29,1,7,bon,1.0
2024-07-03,71.0,23,2,7,moyen,1.0
2024-07-04,75.0,21,0,7,moyen,1.0
2024-07-04,67.0,27,1,7,moyen,1.0
2024-07-04,72.0,23,2,7,moyen,1.0
2024-07-05,77.0,21,0,7,mauvais,1.0
2024-07-05,70.0,26,1,7,moyen,1.0
2024-07-05,74.0,23,2,7,moyen,1.0
2024-07-06,73.0,23,0,7,moyen,1.0
2024-07-06,65.0,29,1,7,bon,1.0
2024-07-06,73.0,25,2,7,moyen,1.0
2024-07-07,77.0,20,0,7,mauvais,1.0
2024-07-07,68.0,28,1,7,moyen,1.0
2024-07-07,71.0,22,2,7,moyen,1.0
2024-07-08,78.0,19,0,7,mauvais,2.0
2024-07-08,72.0,26,1,7,moyen,2.0
2024-07-08,73.0,23,2,7,moyen,2.0
2024-07-09,76.0,22,0,7,mauvais,2.0
2024-07-09,66.0,28,1,7,moyen,2.0
2024-07-09,73.0,22,2,7,moyen,2.0
2024-07-10,71.0,22,0,7,moyen,2.0
2024-07-10,67.0,29,1,7,bon,2.0
2024-07-10,72.0,25,2,7,moyen,2.0
2024-07-11,78.0,20,0,7,mauvais,2.0
2024-07-11,71.0,27,1,7,moyen,2.0
2024-07-11,74.0,23,2,7,moyen,2.0
2024-07-12,73.0,21,0,7,moyen,2.0
2024-07-12,69.0,29,1,7,bon,2.0
2024-07-12,72.0,24,2,7,moyen,2.0
2024-07-13,72.0,23,0,7,moyen,2.0
2024-07-13,67.0,28,1,7,moyen,2.0
2024-07-13,70.0,23,2,7,bon,2.0
2024-07-14,76.0,21,0,7,mauvais,2.0
2024-07-14,68.0,28,1,7,moyen,2.0
2024-07-14,74.0,23,2,7,moyen,2.0
2024-07-15,74.0,20,0,7,moyen,3.0
2024-07-15,68.0,27,1,7,moyen,3.0
2024-07-15,74.0,22,2,7,moyen,3.0
2024-07-16,74.0,23,0,7,moyen,3.0
2024-07-16,66.0,28,1,7,moyen,3.0
2024-07-16,72.0,25,2,7,moyen,3.0
2024-07-17,75.0,21,0,7,moyen,3.0
2024-07-17,69.0,26,1,7,moyen,3.0
2024-07-17,72.0,22,2,7,moyen,3.0
2024-07-18,75.0,22,0,7,moyen,3.0
2024-07-18,69.0,28,1,7,moyen,3.0
2024-07-18,72.0,22,2,7,moyen,3.0
2024-07-19,72.0,23,0,7,moyen,3.0
2024-07-19,67.0,30,1,7,bon,3.0
2024-07-19,70.0,25,2,7,bon,3.0
2024-07-20,80.0,20,0,7,mauvais,3.0
2024-07-20,70.0,27,1,7,moyen,3.0
2024-07-20,77.0,21,2,7,mauvais,3.0
2024-07-21,78.0,21,0,7,mauvais,3.0
2024-07-21,70.0,27,1,7,moyen,3.0
2024-07-21,71.0,24,2,7,moyen,3.0
2024-07-22,75.0,21,0,7,moyen,4.0
2024-07-22,65.0,30,1,7,bon,4.0
2024-07-22,72.0,24,2,7,moyen,4.0
2024-07-23,75.0,21,0,7,moyen,4.0
2024-07-23,67.0,26,1,7,moyen,4.0
2024-07-23,72.0,23,2,7,moyen,4.0
2024-07-24,77.0,21,0,7,mauvais,4.0
2024-07-24,66.0,29,1,7,bon,4.0
2024-07-24,74.0,22,2,7,moyen,4.0
2024-07-25,72.0,23,0,7,moyen,4.0
2024-07-25,68.0,30,1,7,bon,4.0
2024-07-25,71.0,23,2,7,moyen,4.0
2024-07-26,77.0,21,0,7,mauvais,4.0
2024-07-26,70.0,28,1,7,moyen,4.0
2024-07-26,74.0,23,2,7,moyen,4.0
2024-07-27,78.0,21,0,7,mauvais,4.0
2024-07-27,69.0,27,1,7,moyen,4.0
2024-07-27,74.0,22,2,7,moyen,4.0
2024-07-28,73.0,22,0,7,moyen,4.0
2024-07-28,65.0,28,1,7,moyen,4.0
2024-07-28,71.0,25,2,7,moyen,4.0
2024-07-29,78.0,21,0,7,mauvais,5.0
2024-07-29,71.0,28,1,7,moyen,5.0
2024-07-29,73.0,23,2,7,moyen,5.0
2024-07-30,75.0,22,0,7,moyen,5.0
2024-07-30,68.0,28,1,7,moyen,5.0
2024-07-30,74.0,23,2,7,moyen,5.0
2024-07-31,75.0,23,0,7,moyen,5.0
2024-07-31,65.0,29,1,7,bon,5.0
2024-07-31,71.0,24,2,7,moyen,5.0
2024-08-01,76.0,21,0,8,mauvais,1.0
2024-08-01,65.0,30,1,8,bon,1.0
2024-08-01,73.0,24,2,8,moyen,1.0
2024-08-02,75.0,22,0,8,moyen,1.0
2024-08-02,66.0,29,1,8,bon,1.0
2024-08-02,73.0,23,2,8,moyen,1.0
2024-08-03,70.0,23,0,8,bon,1.0
2024-08-03,65.0,30,1,8,bon,1.0
2024-08-03,67.0,24,2,8,bon,1.0
2024-08-04,76.0,21,0,8,mauvais,1.0
2024-08-04,67.0,30,1,8,bon,1.0
2024-08-04,69.0,25,2,8,bon,1.0
2024-08-05,77.0,21,0,8,mauvais,1.0
2024-08-05,69.0,27,1,8,moyen,1.0
2024-08-05,72.0,24,2,8,moyen,1.0
2024-08-06,74.0,23,0,8,moyen,1.0
2024-08-06,66.0,29,1,8,bon,1.0
2024-08-06,72.0,24,2,8,moyen,1.0
2024-08-07,73.0,21,0,8,moyen,1.0
2024-08-07,67.0,28,1,8,moyen,1.0
2024-08-07,73.0,23,2,8,moyen,1.0
2024-08-08,79.0,21,0,8,mauvais,2.0
2024-08-08,70.0,28,1,8,moyen,2.0
2024-08-08,74.0,24,2,8,moyen,2.0
2024-08-09,72.0,21,0,8,moyen,2.0
2024-08-09,65.0,30,1,8,bon,2.0
2024-08-09,69.0,23,2,8,bon,2.0
2024-08-10,72.0,23,0,8,moyen,2.0
2024-08-10,65.0,31,1,8,bon,2.0
2024-08-10,69.0,25,2,8,bon,2.0
2024-08-11,76.0,20,0,8,mauvais,2.0
2024-08-11,70.0,27,1,8,moyen,2.0
2024-08-11,72.0,24,2,8,moyen,2.0
2024-08-12,76.0,21,0,8,mauvais,2.0
2024-08-12,68.0,28,1,8,moyen,2.0
2024-08-12,71.0,25,2,8,moyen,2.0
2024-08-13,75.0,23,0,8,moyen,2.0
2024-08-13,65.0,31,1,8,bon,2.0
2024-08-13,72.0,24,2,8,moyen,2.0
2024-08-14,76.0,22,0,8,mauvais,2.0
2024-08-14,71.0,28,1,8,moyen,2.0
2024-08-14,76.0,22,2,8,mauvais,2.0
2024-08-15,75.0,22,0,8,moyen,3.0
